Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,About City,Weather,Continent,Type of City,Type of Tourism
1734,Paris,02/06/2024,02/12/2024,6,Traveler 1734,60,Other,Canadian,Villa,1144,Car,,About Sydney,Rainy,North America,Urban,Religious
1735,Mexico City,04/08/2024,04/22/2024,14,Traveler 1735,58,Female,Canadian,Resort,1968,Train,,About Dubai,Dry,Asia,Coastal,Environmental
1736,Dubai,10/25/2024,11/09/2024,15,Traveler 1736,38,Male,British,Resort,705,Cruise,,About Cape Town,Cold,South America,Urban,Therapeutic
1737,New York,01/21/2024,01/26/2024,5,Traveler 1737,54,Other,American,Villa,1853,Cruise,1378.0,About Paris,Moisture,North America,Archaeological,Religious
1738,Los Angeles,09/13/2024,09/26/2024,13,Traveler 1738,31,Female,Canadian,Resort,828,Train,1473.0,About Rome,Moisture,South America,Archaeological,Environmental
1739,Toronto,12/13/2024,12/18/2024,5,Traveler 1739,53,Female,Indian,Hostel,1930,Flight,387.0,About Dubai,Moisture,Asia,Coastal,Recreational
1740,Tokyo,02/05/2024,02/18/2024,13,Traveler 1740,41,Male,Indian,Hotel,682,Car,,About Paris,Hot,North America,Urban,Archaeological
1741,London,09/08/2024,09/21/2024,13,Traveler 1741,22,Male,Australian,Hotel,2964,Bus,1146.0,About Dubai,Hot,Africa,Rural,Religious
1742,Rome,12/17/2024,12/26/2024,9,Traveler 1742,29,Female,Australian,Hotel,950,Bus,1282.0,About Paris,Rainy,Europe,Coastal,Recreational
1743,Moscow,03/05/2024,03/08/2024,3,Traveler 1743,62,Other,Canadian,Resort,1577,Train,475.0,About Dubai,Hot,North America,Desert,Religious
1744,Buenos Aires,11/25/2024,11/29/2024,4,Traveler 1744,53,Other,Australian,Hostel,2508,Cruise,,About Paris,Rainy,South America,Rural,Archaeological
1745,Bangkok,07/21/2024,07/29/2024,8,Traveler 1745,46,Male,Canadian,Villa,1157,Flight,,About Rome,Dry,North America,Desert,Religious
1746,Berlin,01/29/2024,02/10/2024,12,Traveler 1746,28,Other,American,Airbnb,2953,Bus,1425.0,About Cape Town,Moisture,Africa,Coastal,Archaeological
1747,Singapore,06/05/2024,06/09/2024,4,Traveler 1747,69,Female,Canadian,Airbnb,571,Cruise,1278.0,About Paris,Hot,North America,Urban,Environmental
1748,Sydney,02/23/2024,03/04/2024,10,Traveler 1748,61,Other,Canadian,Resort,2885,Train,,About Cape Town,Hot,North America,Rural,Recreational
1749,Madrid,02/26/2024,03/05/2024,8,Traveler 1749,27,Female,American,Hotel,550,Car,308.0,About Paris,Rainy,North America,Desert,Environmental
1750,Cape Town,09/19/2024,10/03/2024,14,Traveler 1750,39,Male,Canadian,Hotel,670,Cruise,,About Paris,Moisture,Europe,Coastal,Recreational
1751,Istanbul,04/22/2024,04/28/2024,6,Traveler 1751,21,Other,American,Villa,2134,Car,,About Dubai,Dry,South America,Rural,Therapeutic
1752,Hong Kong,03/11/2024,03/24/2024,13,Traveler 1752,19,Male,American,Hotel,1957,Car,,About Dubai,Hot,Africa,Rural,Religious
1753,Muscat,04/15/2024,04/30/2024,15,Traveler 1753,33,Female,Canadian,Villa,913,Flight,685.0,About Paris,Moisture,North America,Desert,Religious
1754,Ho Chi Minh City,05/14/2024,05/25/2024,11,Traveler 1754,55,Male,Indian,Hostel,1090,Cruise,,About Rome,Hot,Africa,Archaeological,Therapeutic
1755,Nice,04/24/2024,05/06/2024,12,Traveler 1755,30,Other,Canadian,Villa,657,Car,,About Dubai,Hot,Europe,Rural,Recreational
1756,Tunis,03/01/2024,03/09/2024,8,Traveler 1756,28,Male,Australian,Villa,747,Bus,,About Paris,Hot,Europe,Urban,Recreational
1757,Stockholm,03/02/2024,03/12/2024,10,Traveler 1757,55,Other,Canadian,Villa,2349,Train,,About Sydney,Rainy,North America,Desert,Religious
1758,Lisbon,09/15/2024,09/22/2024,7,Traveler 1758,66,Other,Indian,Resort,669,Flight,,About Rome,Hot,South America,Urban,Therapeutic
1759,Prague,04/29/2024,05/03/2024,4,Traveler 1759,45,Female,American,Resort,2234,Flight,491.0,About Paris,Moisture,South America,Desert,Religious
1760,San Salvador,07/26/2024,08/01/2024,6,Traveler 1760,44,Female,Indian,Resort,564,Flight,,About Paris,Rainy,North America,Urban,Recreational
1761,Miami,09/24/2024,10/07/2024,13,Traveler 1761,31,Other,British,Airbnb,1225,Train,,About Dubai,Hot,Africa,Coastal,Recreational
1762,Brussels,11/11/2024,11/14/2024,3,Traveler 1762,31,Female,Canadian,Hotel,2549,Cruise,1143.0,About Sydney,Rainy,South America,Rural,Recreational
1763,Johannesburg,07/09/2024,07/12/2024,3,Traveler 1763,30,Male,Australian,Airbnb,2479,Flight,,About Paris,Rainy,Asia,Urban,Environmental
1764,Budapest,06/20/2024,06/27/2024,7,Traveler 1764,53,Other,Indian,Hostel,503,Cruise,,About Rome,Hot,South America,Coastal,Environmental
1765,Kigali,10/10/2024,10/20/2024,10,Traveler 1765,50,Other,British,Villa,1257,Car,503.0,About Sydney,Hot,North America,Urban,Environmental
1766,Vienna,12/17/2024,12/31/2024,14,Traveler 1766,29,Female,British,Hotel,1724,Flight,341.0,About Sydney,Moisture,Africa,Desert,Recreational
1767,Porto,04/02/2024,04/06/2024,4,Traveler 1767,42,Male,American,Villa,1586,Car,1256.0,About Rome,Cold,North America,Archaeological,Recreational
1768,Beijing,11/21/2024,12/04/2024,13,Traveler 1768,48,Female,Australian,Hostel,748,Cruise,924.0,About Sydney,Rainy,Asia,Rural,Religious
1769,Riyadh,09/17/2024,09/21/2024,4,Traveler 1769,53,Male,Canadian,Villa,2649,Flight,637.0,About Dubai,Rainy,Africa,Rural,Environmental
1770,Edinburgh,09/24/2024,10/07/2024,13,Traveler 1770,60,Male,Indian,Resort,1697,Train,,About Sydney,Cold,Asia,Coastal,Recreational
1771,Caracas,03/30/2024,04/09/2024,10,Traveler 1771,53,Male,American,Hostel,2660,Train,692.0,About Rome,Moisture,Europe,Archaeological,Environmental
1772,Brisbane,12/18/2024,12/30/2024,12,Traveler 1772,62,Female,American,Hotel,1364,Flight,704.0,About Dubai,Cold,Africa,Urban,Recreational
1773,Lagos,09/28/2024,10/11/2024,13,Traveler 1773,29,Other,American,Resort,2340,Cruise,529.0,About Dubai,Moisture,South America,Urban,Archaeological
1774,Marrakech,05/27/2024,05/30/2024,3,Traveler 1774,57,Male,American,Villa,1617,Car,,About Rome,Cold,Asia,Rural,Therapeutic
1775,Helsinki,07/13/2024,07/18/2024,5,Traveler 1775,40,Male,Canadian,Villa,1945,Train,,About Paris,Rainy,Africa,Archaeological,Religious
1776,Munich,07/26/2024,08/04/2024,9,Traveler 1776,51,Male,Australian,Villa,2498,Bus,731.0,About Sydney,Dry,Asia,Rural,Therapeutic
1777,Montreal,08/14/2024,08/23/2024,9,Traveler 1777,24,Female,British,Airbnb,800,Flight,296.0,About Sydney,Hot,South America,Rural,Therapeutic
1778,Auckland,03/21/2024,04/03/2024,13,Traveler 1778,42,Female,British,Hotel,1953,Bus,531.0,About Dubai,Hot,South America,Urban,Archaeological
1779,Dublin,06/30/2024,07/10/2024,10,Traveler 1779,25,Other,Canadian,Hotel,1673,Flight,,About Paris,Dry,North America,Rural,Archaeological
1780,Karachi,05/12/2024,05/26/2024,14,Traveler 1780,24,Other,American,Airbnb,1650,Train,140.0,About Dubai,Hot,South America,Archaeological,Archaeological
1781,Seoul,04/08/2024,04/15/2024,7,Traveler 1781,24,Other,Australian,Villa,899,Train,723.0,About Sydney,Rainy,Europe,Rural,Archaeological
1782,Casablanca,12/19/2024,01/03/2025,15,Traveler 1782,37,Male,Australian,Villa,1220,Car,,About Sydney,Moisture,North America,Coastal,Religious
1783,Kingston,01/01/2024,01/11/2024,10,Traveler 1783,39,Male,Indian,Hostel,1843,Flight,,About Dubai,Cold,Asia,Desert,Religious
1784,Guatemala City,12/10/2024,12/24/2024,14,Traveler 1784,22,Female,American,Hostel,1909,Bus,,About Paris,Rainy,Europe,Urban,Environmental
1785,Perth,04/23/2024,05/01/2024,8,Traveler 1785,53,Male,Australian,Hostel,1304,Flight,,About Sydney,Dry,Asia,Urban,Religious
1786,Havana,04/19/2024,04/24/2024,5,Traveler 1786,43,Male,American,Villa,2302,Flight,699.0,About Cape Town,Hot,Asia,Desert,Therapeutic
1787,Tallinn,03/19/2024,03/26/2024,7,Traveler 1787,43,Female,Canadian,Villa,1745,Bus,,About Cape Town,Dry,South America,Rural,Archaeological
1788,Manila,05/20/2024,06/01/2024,12,Traveler 1788,55,Female,American,Villa,2413,Flight,,About Dubai,Cold,Europe,Coastal,Environmental
1789,Santiago,11/14/2024,11/23/2024,9,Traveler 1789,36,Other,Canadian,Villa,574,Train,,About Rome,Hot,North America,Desert,Archaeological
1790,Zurich,11/13/2024,11/24/2024,11,Traveler 1790,49,Female,Canadian,Airbnb,833,Car,,About Rome,Hot,North America,Archaeological,Religious
1791,Seville,02/12/2024,02/25/2024,13,Traveler 1791,35,Female,Canadian,Hostel,1120,Car,427.0,About Paris,Moisture,South America,Coastal,Recreational
1792,Tel Aviv,08/23/2024,09/07/2024,15,Traveler 1792,41,Other,American,Villa,1350,Flight,793.0,About Sydney,Hot,Africa,Coastal,Archaeological
1793,Accra,11/27/2024,12/04/2024,7,Traveler 1793,64,Female,Canadian,Resort,2294,Flight,481.0,About Paris,Rainy,Africa,Urban,Recreational
1794,Adelaide,05/26/2024,06/03/2024,8,Traveler 1794,59,Female,Canadian,Airbnb,1270,Train,123.0,About Sydney,Dry,South America,Rural,Therapeutic
1795,Bogotá,04/13/2024,04/18/2024,5,Traveler 1795,64,Male,American,Villa,788,Car,703.0,About Paris,Rainy,Europe,Urban,Religious
1796,Florence,02/22/2024,03/06/2024,13,Traveler 1796,41,Male,Indian,Villa,1522,Bus,460.0,About Rome,Moisture,South America,Coastal,Archaeological
1797,Warsaw,08/03/2024,08/18/2024,15,Traveler 1797,29,Male,Australian,Airbnb,2320,Car,,About Sydney,Moisture,Europe,Archaeological,Therapeutic
1798,Dhaka,04/16/2024,04/26/2024,10,Traveler 1798,21,Other,Indian,Hotel,2867,Flight,,About Cape Town,Dry,Europe,Desert,Archaeological
1799,Reykjavik,10/08/2024,10/11/2024,3,Traveler 1799,25,Female,Australian,Resort,2918,Cruise,596.0,About Rome,Hot,South America,Rural,Archaeological
1800,Copenhagen,04/22/2024,05/03/2024,11,Traveler 1800,22,Female,Indian,Hostel,648,Cruise,,About Rome,Hot,Asia,Archaeological,Archaeological
1801,San Francisco,05/03/2024,05/11/2024,8,Traveler 1801,68,Other,Australian,Hotel,2896,Train,,About Rome,Cold,Europe,Rural,Religious
1802,Kyoto,05/08/2024,05/14/2024,6,Traveler 1802,34,Male,Canadian,Resort,2181,Car,,About Sydney,Dry,North America,Rural,Environmental
1803,Amman,10/17/2024,10/20/2024,3,Traveler 1803,29,Other,Australian,Hotel,2760,Train,846.0,About Cape Town,Dry,Asia,Urban,Therapeutic
1804,Barcelona,11/26/2024,12/09/2024,13,Traveler 1804,51,Female,American,Resort,622,Car,,About Rome,Rainy,South America,Urban,Therapeutic
1805,Melbourne,01/22/2024,01/29/2024,7,Traveler 1805,48,Other,Canadian,Hostel,1919,Bus,,About Cape Town,Hot,Europe,Urban,Archaeological
1806,Algiers,09/10/2024,09/20/2024,10,Traveler 1806,44,Male,American,Airbnb,2572,Bus,,About Sydney,Hot,Europe,Desert,Religious
1807,Lima,02/20/2024,02/26/2024,6,Traveler 1807,68,Female,Australian,Airbnb,2522,Cruise,1057.0,About Cape Town,Dry,Asia,Rural,Religious
1808,Amsterdam,07/13/2024,07/20/2024,7,Traveler 1808,54,Male,British,Hotel,502,Flight,232.0,About Rome,Hot,North America,Desert,Environmental
1809,Colombo,08/23/2024,09/07/2024,15,Traveler 1809,27,Male,American,Villa,2558,Bus,258.0,About Cape Town,Dry,Europe,Archaeological,Religious
1810,Beirut,10/23/2024,10/31/2024,8,Traveler 1810,68,Other,Indian,Hostel,2428,Flight,,About Dubai,Moisture,Asia,Archaeological,Environmental
1811,Jakarta,02/16/2024,02/24/2024,8,Traveler 1811,51,Other,American,Hotel,2331,Car,,About Cape Town,Cold,Africa,Archaeological,Recreational
1812,Quito,01/10/2024,01/24/2024,14,Traveler 1812,21,Male,Australian,Airbnb,2677,Bus,604.0,About Sydney,Dry,Asia,Desert,Therapeutic
1813,Oslo,12/01/2024,12/05/2024,4,Traveler 1813,22,Male,Australian,Airbnb,2800,Train,842.0,About Paris,Moisture,North America,Urban,Religious
1814,Shanghai,09/16/2024,09/20/2024,4,Traveler 1814,35,Male,Indian,Airbnb,1364,Flight,,About Sydney,Moisture,Asia,Archaeological,Therapeutic
1815,Vancouver,04/20/2024,04/24/2024,4,Traveler 1815,26,Other,Australian,Airbnb,2040,Cruise,704.0,About Paris,Rainy,Africa,Urban,Therapeutic
1816,Chicago,03/22/2024,03/30/2024,8,Traveler 1816,19,Male,American,Hostel,1354,Flight,803.0,About Cape Town,Rainy,North America,Rural,Therapeutic
1817,Mumbai,11/29/2024,12/14/2024,15,Traveler 1817,30,Female,British,Resort,1445,Cruise,1079.0,About Dubai,Dry,South America,Urban,Religious
1818,Doha,11/05/2024,11/20/2024,15,Traveler 1818,57,Female,Indian,Hostel,1537,Car,,About Dubai,Rainy,Africa,Urban,Recreational
1819,São Paulo,05/01/2024,05/05/2024,4,Traveler 1819,18,Male,British,Hotel,1003,Car,,About Paris,Moisture,North America,Archaeological,Environmental
1820,Tegucigalpa,07/24/2024,08/07/2024,14,Traveler 1820,52,Other,American,Villa,2599,Cruise,,About Rome,Dry,Asia,Urban,Religious
1821,Venice,12/21/2024,12/30/2024,9,Traveler 1821,60,Other,Indian,Hostel,2584,Cruise,1482.0,About Sydney,Hot,South America,Coastal,Religious
1822,Fes,03/25/2024,04/07/2024,13,Traveler 1822,59,Female,British,Hostel,1507,Car,,About Dubai,Dry,South America,Coastal,Therapeutic
1823,Athens,01/12/2024,01/25/2024,13,Traveler 1823,56,Female,Indian,Airbnb,1240,Bus,,About Cape Town,Hot,Africa,Rural,Archaeological
1824,Phuket,03/01/2024,03/04/2024,3,Traveler 1824,34,Other,Canadian,Airbnb,2702,Train,,About Sydney,Moisture,Asia,Coastal,Recreational
1825,Bali,04/12/2024,04/19/2024,7,Traveler 1825,20,Female,British,Villa,1789,Bus,603.0,About Cape Town,Moisture,Europe,Urban,Recreational
1826,Rio de Janeiro,01/21/2024,01/30/2024,9,Traveler 1826,43,Female,Australian,Hotel,1883,Train,912.0,About Cape Town,Hot,North America,Rural,Environmental
1827,Cancun,07/15/2024,07/30/2024,15,Traveler 1827,59,Male,Canadian,Airbnb,1608,Bus,,About Sydney,Rainy,North America,Archaeological,Recreational
1828,Honolulu,09/05/2024,09/16/2024,11,Traveler 1828,38,Female,American,Hostel,2966,Flight,1312.0,About Dubai,Dry,South America,Coastal,Archaeological
1829,Hawaii,02/09/2024,02/12/2024,3,Traveler 1829,69,Female,Australian,Resort,2331,Bus,,About Dubai,Cold,South America,Desert,Archaeological
1830,Australia,09/20/2024,09/27/2024,7,Traveler 1830,27,Male,British,Hotel,595,Cruise,,About Dubai,Hot,South America,Rural,Therapeutic
1831,New York City,07/19/2024,07/30/2024,11,Traveler 1831,47,Female,British,Hostel,2710,Car,,About Sydney,Hot,Asia,Urban,Archaeological
1832,Zurich,12/16/2024,12/20/2024,4,Traveler 1832,70,Male,Indian,Resort,2623,Car,,About Dubai,Cold,South America,Desert,Religious
1833,Hamburg,03/29/2024,04/03/2024,5,Traveler 1833,57,Male,Canadian,Hostel,1244,Car,1012.0,About Dubai,Hot,North America,Rural,Environmental
1834,Frankfurt,03/12/2024,03/16/2024,4,Traveler 1834,62,Female,British,Resort,1884,Car,882.0,About Paris,Hot,Europe,Urban,Archaeological
1835,Abu Dhabi,10/30/2024,11/10/2024,11,Traveler 1835,43,Male,Australian,Hotel,2092,Flight,135.0,About Sydney,Cold,Africa,Archaeological,Religious
1836,Kuala Lumpur,12/15/2024,12/24/2024,9,Traveler 1836,62,Female,American,Villa,1416,Car,,About Cape Town,Moisture,North America,Archaeological,Therapeutic
1837,Bratislava,05/10/2024,05/23/2024,13,Traveler 1837,66,Male,Indian,Airbnb,2629,Flight,,About Cape Town,Hot,Europe,Urban,Recreational
1838,Lyon,08/26/2024,09/07/2024,12,Traveler 1838,55,Male,Canadian,Resort,741,Cruise,,About Sydney,Rainy,South America,Urban,Religious
1839,Geneva,05/04/2024,05/15/2024,11,Traveler 1839,39,Other,Canadian,Hostel,2141,Car,,About Paris,Hot,Africa,Rural,Religious
1840,Naples,03/30/2024,04/11/2024,12,Traveler 1840,51,Male,American,Hotel,1542,Cruise,1194.0,About Rome,Rainy,Europe,Rural,Recreational
1841,Valencia,04/30/2024,05/09/2024,9,Traveler 1841,33,Female,Indian,Hotel,515,Flight,,About Rome,Hot,Europe,Coastal,Environmental
1842,Salzburg,06/21/2024,07/06/2024,15,Traveler 1842,39,Other,British,Hotel,2307,Flight,649.0,About Cape Town,Rainy,Europe,Desert,Religious
1843,Split,11/27/2024,12/08/2024,11,Traveler 1843,20,Female,Australian,Hotel,2015,Cruise,,About Sydney,Cold,North America,Desert,Therapeutic
1844,Rabat,02/03/2024,02/10/2024,7,Traveler 1844,23,Male,Indian,Airbnb,1464,Cruise,769.0,About Rome,Dry,Europe,Desert,Environmental
1845,Giza,12/08/2024,12/18/2024,10,Traveler 1845,39,Other,American,Villa,1631,Bus,722.0,About Cape Town,Rainy,South America,Urban,Recreational
1846,Jerusalem,09/08/2024,09/18/2024,10,Traveler 1846,33,Other,British,Resort,2417,Car,525.0,About Rome,Hot,Europe,Coastal,Environmental
1847,Bordeaux,05/26/2024,06/09/2024,14,Traveler 1847,65,Other,Indian,Hostel,2163,Car,807.0,About Paris,Dry,North America,Coastal,Religious
1848,Marseille,01/29/2024,02/12/2024,14,Traveler 1848,30,Other,British,Airbnb,2106,Flight,1208.0,About Cape Town,Cold,South America,Coastal,Environmental
1849,Athens,06/02/2024,06/13/2024,11,Traveler 1849,40,Other,Australian,Airbnb,1231,Cruise,244.0,About Paris,Moisture,Africa,Rural,Environmental
1850,Thessaloniki,06/07/2024,06/12/2024,5,Traveler 1850,32,Female,American,Hotel,1209,Bus,,About Cape Town,Cold,North America,Rural,Archaeological
1851,Krakow,04/11/2024,04/20/2024,9,Traveler 1851,46,Female,American,Hostel,1281,Cruise,214.0,About Cape Town,Rainy,Europe,Rural,Environmental
1852,Gdansk,06/26/2024,07/08/2024,12,Traveler 1852,19,Male,British,Villa,1088,Train,,About Dubai,Rainy,Africa,Coastal,Recreational
1853,Malaga,04/29/2024,05/05/2024,6,Traveler 1853,65,Other,Canadian,Villa,1615,Bus,1476.0,About Dubai,Moisture,Asia,Coastal,Archaeological
1854,Granada,09/16/2024,09/30/2024,14,Traveler 1854,20,Other,British,Airbnb,2268,Cruise,776.0,About Sydney,Moisture,Asia,Archaeological,Environmental
1855,Bilbao,07/29/2024,08/08/2024,10,Traveler 1855,56,Other,Australian,Resort,1821,Bus,,About Dubai,Cold,Africa,Coastal,Recreational
1856,Doha,01/22/2024,01/31/2024,9,Traveler 1856,40,Female,Indian,Resort,1953,Flight,481.0,About Paris,Moisture,Europe,Coastal,Environmental
1857,Muscat,11/16/2024,12/01/2024,15,Traveler 1857,20,Male,American,Airbnb,2190,Car,752.0,About Cape Town,Cold,South America,Urban,Archaeological
1858,Kuwait City,02/24/2024,03/05/2024,10,Traveler 1858,66,Male,Australian,Hostel,1448,Flight,1274.0,About Rome,Dry,Africa,Urban,Religious
1859,Manama,12/01/2024,12/05/2024,4,Traveler 1859,47,Other,British,Airbnb,2727,Bus,,About Dubai,Hot,North America,Urban,Therapeutic
1860,Nairobi,01/25/2024,02/02/2024,8,Traveler 1860,47,Female,Indian,Hotel,623,Train,862.0,About Cape Town,Moisture,Africa,Coastal,Recreational
1861,Dar es Salaam,09/14/2024,09/22/2024,8,Traveler 1861,45,Male,American,Villa,2041,Cruise,1032.0,About Paris,Moisture,Asia,Coastal,Archaeological
1862,Victoria,08/09/2024,08/22/2024,13,Traveler 1862,37,Male,Canadian,Resort,1886,Bus,,About Cape Town,Cold,North America,Coastal,Archaeological
1863,Addis Ababa,10/27/2024,11/07/2024,11,Traveler 1863,46,Other,American,Villa,1365,Car,,About Cape Town,Moisture,South America,Coastal,Recreational
1864,Cairo,09/03/2024,09/15/2024,12,Traveler 1864,57,Other,Indian,Hostel,1558,Car,,About Dubai,Dry,North America,Urban,Religious
1865,Alexandria,08/08/2024,08/23/2024,15,Traveler 1865,60,Other,Indian,Hotel,1776,Cruise,,About Paris,Rainy,North America,Coastal,Environmental
1866,Dakar,01/29/2024,02/13/2024,15,Traveler 1866,58,Other,American,Airbnb,2068,Bus,,About Dubai,Moisture,North America,Archaeological,Therapeutic
1867,Luanda,06/30/2024,07/09/2024,9,Traveler 1867,26,Female,Canadian,Hotel,632,Car,208.0,About Cape Town,Dry,North America,Desert,Therapeutic
1868,Antananarivo,09/15/2024,09/29/2024,14,Traveler 1868,52,Other,American,Resort,2862,Train,,About Dubai,Cold,Europe,Desert,Recreational
1869,Nouakchott,01/21/2024,01/30/2024,9,Traveler 1869,44,Male,British,Villa,2840,Flight,,About Rome,Hot,Asia,Coastal,Therapeutic
1870,Tripoli,10/12/2024,10/18/2024,6,Traveler 1870,45,Other,Australian,Resort,2075,Bus,1135.0,About Cape Town,Cold,North America,Archaeological,Archaeological
1871,Tashkent,05/04/2024,05/07/2024,3,Traveler 1871,24,Other,British,Airbnb,2193,Train,,About Rome,Cold,South America,Rural,Environmental
1872,Yerevan,01/03/2024,01/08/2024,5,Traveler 1872,50,Other,British,Resort,2315,Flight,,About Rome,Dry,Europe,Desert,Religious
1873,Baku,06/24/2024,07/02/2024,8,Traveler 1873,58,Female,Canadian,Resort,1323,Flight,112.0,About Dubai,Hot,North America,Archaeological,Religious
1874,Nur-Sultan,10/19/2024,11/01/2024,13,Traveler 1874,59,Other,American,Villa,942,Cruise,,About Dubai,Moisture,South America,Archaeological,Archaeological
1875,Ulaanbaatar,11/27/2024,12/09/2024,12,Traveler 1875,26,Female,Canadian,Villa,1106,Flight,288.0,About Rome,Rainy,North America,Desert,Recreational
1876,Hanoi,04/02/2024,04/12/2024,10,Traveler 1876,41,Other,Australian,Villa,1240,Car,,About Rome,Cold,Africa,Desert,Therapeutic
1877,Phnom Penh,01/09/2024,01/17/2024,8,Traveler 1877,65,Male,American,Resort,1107,Train,,About Paris,Hot,Africa,Archaeological,Recreational
1878,Vientiane,06/15/2024,06/28/2024,13,Traveler 1878,54,Female,British,Hotel,657,Train,729.0,About Dubai,Hot,Asia,Archaeological,Environmental
1879,Yangon,04/23/2024,04/28/2024,5,Traveler 1879,52,Female,Canadian,Airbnb,1619,Bus,,About Dubai,Moisture,Africa,Rural,Recreational
1880,Chennai,08/09/2024,08/18/2024,9,Traveler 1880,47,Female,Australian,Hotel,1420,Train,,About Dubai,Rainy,Europe,Coastal,Religious
